statePostalCode,state,county,stationId,siteNumber,placeName,huc,Region,totalArea,siteTypeDescription,latitude,longitude,latLongAccuracyDescription,googleMap
WY,WYOMING,TETON,6186500,06186500,YELLOWSTONE RIVER AT YELLOWSTONE LK OUTLET YNP,10070001,Missouri,991,STREAM,44.567,-110.38,1,"<a href=http://maps.google.com/?q=44.5670916667,-110.3804055556+(06186500)&z=14>google map</a>"
MT,MONTANA,PARK,6187915,06187915,SODA BUTTE CR AT PARK BNDRY AT SILVER GATE,10070001,Missouri,31.2,STREAM,45.002,-110.001,1,"<a href=http://maps.google.com/?q=45.0028305556,-110.0018722222+(06187915)&z=14>google map</a>"
MT,MONTANA,PARK,6191500,06191500,YELLOWSTONE RIVER AT CORWIN SPRINGS MT,10070002,Missouri,2619,STREAM,45.112,-110.793,1,"<a href=http://maps.google.com/?q=45.1121194444,-110.7936666667+(06191500)&z=14>google map</a>"
MT,MONTANA,PARK,6192500,06192500,YELLOWSTONE RIVER NEAR LIVINGSTON MT,10070002,Missouri,3551,STREAM,45.597,-110.566,1,"<a href=http://maps.google.com/?q=45.5972111111,-110.5664972222+(06192500)&z=14>google map</a>"
MT,MONTANA,YELLOWSTONE,6205200,06205200,YELLOWSTONE RIVER AT LAUREL MT,10070004,Missouri,8189,STREAM,45.654,-108.759,U,"<a href=http://maps.google.com/?q=45.65411614,-108.7595876616+(06205200)&z=14>google map</a>"
MT,MONTANA,CARBON,6208500,06208500,CLARKS FORK YELLOWSTONE RIVER AT EDGAR MT,10070006,Missouri,2022,STREAM,45.465,-108.844,1,"<a href=http://maps.google.com/?q=45.4657138889,-108.8441055556+(06208500)&z=14>google map</a>"
MT,MONTANA,YELLOWSTONE,6214500,06214500,YELLOWSTONE RIVER AT BILLINGS MT,10070007,Missouri,11805,STREAM,45.8,-108.468,1,"<a href=http://maps.google.com/?q=45.8001194444,-108.4680305556+(06214500)&z=14>google map</a>"
MT,MONTANA,YELLOWSTONE,6218000,06218000,YELLOWSTONE RIVER AT CUSTER MT,10070007,Missouri,14427,STREAM,46.143,-107.552,U,"<a href=http://maps.google.com/?q=46.1430416887,-107.5520198782+(06218000)&z=14>google map</a>"
WY,WYOMING,FREMONT,6244500,06244500,"FIVEMILE CREEK AB WYOMING CANAL, NR PAVILLION, WY",10080005,Missouri,118,STREAM,43.301,-108.702,S,"<a href=http://maps.google.com/?q=43.3013465693,-108.7028947616+(06244500)&z=14>google map</a>"
WY,WYOMING,BIG HORN,6279500,06279500,"BIGHORN RIVER AT KANE, WY",10080010,Missouri,15762,STREAM,44.758,-108.181,S,"<a href=http://maps.google.com/?q=44.7585661832,-108.1814971869+(06279500)&z=14>google map</a>"
WY,WYOMING,PARK,6279795,06279795,"CROW CREEK AT MOUTH, AT PAHASKA, WY",10080012,Missouri,19.1,STREAM,44.513,-109.973,S,"<a href=http://maps.google.com/?q=44.5132781659,-109.9735188166+(06279795)&z=14>google map</a>"
WY,WYOMING,BIG HORN,6285500,06285500,"SAGE CREEK NEAR LOVELL, WY",10080014,Missouri,363,STREAM,44.849,-108.45,S,"<a href=http://maps.google.com/?q=44.8499525389,-108.4506749483+(06285500)&z=14>google map</a>"
MT,MONTANA,BIG HORN,6289000,06289000,LITTLE BIGHORN RIVER AT STATE LINE NR WYOLA MT,10080016,Missouri,182,STREAM,45.007,-107.615,1,"<a href=http://maps.google.com/?q=45.0071111111,-107.6154083333+(06289000)&z=14>google map</a>"
MT,MONTANA,TREASURE,6294500,06294500,BIGHORN RIVER AB TULLOCK CR NR BIGHORN MT,10080015,Missouri,22414,STREAM,46.124,-107.468,1,"<a href=http://maps.google.com/?q=46.1244722222,-107.4687916667+(06294500)&z=14>google map</a>"
MT,MONTANA,ROSEBUD,6295000,06295000,YELLOWSTONE RIVER AT FORSYTH MT,10100001,Missouri,40146,STREAM,46.266,-106.691,1,"<a href=http://maps.google.com/?q=46.2666361111,-106.6913027778+(06295000)&z=14>google map</a>"
WY,WYOMING,SHERIDAN,6298000,06298000,TONGUE RIVER NEAR DAYTON WY,,,206,STREAM,44.849,-107.304,U,"<a href=http://maps.google.com/?q=44.8494123294,-107.3045253126+(06298000)&z=14>google map</a>"
WY,WYOMING,SHERIDAN,6305700,06305700,"GOOSE CREEK NEAR ACME, WY",10090101,Missouri,413,STREAM,44.886,-106.988,S,"<a href=http://maps.google.com/?q=44.8863606995,-106.9889593257+(06305700)&z=14>google map</a>"
MT,MONTANA,BIG HORN,6306300,06306300,TONGUE RIVER AT STATE LINE NR DECKER MT,10090101,Missouri,1453,STREAM,45.009,-106.835,1,"<a href=http://maps.google.com/?q=45.0091361111,-106.8359444444+(06306300)&z=14>google map</a>"
MT,MONTANA,CUSTER,6308500,06308500,TONGUE RIVER AT MILES CITY MT,10090102,Missouri,5397,STREAM,46.384,-105.845,1,"<a href=http://maps.google.com/?q=46.3845944444,-105.8455222222+(06308500)&z=14>google map</a>"
MT,MONTANA,CUSTER,6309000,06309000,YELLOWSTONE RIVER AT MILES CITY MT,10100001,Missouri,48253,STREAM,46.42,-105.86,1,"<a href=http://maps.google.com/?q=46.4207722222,-105.8600333333+(06309000)&z=14>google map</a>"
WY,WYOMING,WASHAKIE,6309200,06309200,"MIDDLE FORK POWDER RIVER NEAR BARNUM, WY",10090201,Missouri,45.2,STREAM,43.577,-107.138,S,"<a href=http://maps.google.com/?q=43.5777399916,-107.1383995429+(06309200)&z=14>google map</a>"
WY,WYOMING,JOHNSON,6313400,06313400,"SALT CREEK NEAR SUSSEX, WY",10090204,Missouri,769,STREAM,43.621,-106.368,S,"<a href=http://maps.google.com/?q=43.6219182898,-106.3683638526+(06313400)&z=14>google map</a>"
WY,WYOMING,JOHNSON,6316400,06316400,"CRAZY WOMAN CREEK AT UPPER STA, NEAR ARVADA, WY",10090205,Missouri,937,STREAM,44.491,-106.177,S,"<a href=http://maps.google.com/?q=44.4910905037,-106.1778075459+(06316400)&z=14>google map</a>"
WY,WYOMING,CAMPBELL,6324970,06324970,LITTLE POWDER RIVER AB DRY CR NR WESTON WY,,,1235,STREAM,44.926,-105.353,1,"<a href=http://maps.google.com/?q=44.9269288213,-105.3533267947+(06324970)&z=14>google map</a>"
MT,MONTANA,CUSTER,6326500,06326500,POWDER RIVER NEAR LOCATE MT,10090209,Missouri,13068,STREAM,46.429,-105.31,1,"<a href=http://maps.google.com/?q=46.4294361111,-105.3103305556+(06326500)&z=14>google map</a>"
MT,MONTANA,PRAIRIE,6326530,06326530,YELLOWSTONE RIVER NEAR TERRY MT,10100004,Missouri,63447,STREAM,46.804,-105.293,U,"<a href=http://maps.google.com/?q=46.8047293283,-105.2938745489+(06326530)&z=14>google map</a>"
MT,MONTANA,DAWSON,6327500,06327500,YELLOWSTONE RIVER AT GLENDIVE MT,10100004,Missouri,66739,STREAM,47.1,-104.72,1,"<a href=http://maps.google.com/?q=47.1007638889,-104.7203166667+(06327500)&z=14>google map</a>"
MT,MONTANA,RICHLAND,6329500,06329500,YELLOWSTONE RIVER NEAR SIDNEY MT,10100004,Missouri,69083,STREAM,47.677,-104.155,1,"<a href=http://maps.google.com/?q=47.6774138889,-104.1554111111+(06329500)&z=14>google map</a>"
SD,SOUTH DAKOTA,PENNINGTON,6423500,06423500,"CHEYENNE RIVER NEAR WASTA,SD",10120111,Missouri,12725,STREAM,44.081,-102.401,M,"<a href=http://maps.google.com/?q=44.0810984869,-102.4012745567+(06423500)&z=14>google map</a>"
SD,SOUTH DAKOTA,BUTTE,6436100,06436100,"BELLE FOURCHE RIVER BELOW NISLAND, SD",10120202,Missouri,-999,STREAM,44.669,-103.492,M,"<a href=http://maps.google.com/?q=44.6699852713,-103.4921348141+(06436100)&z=14>google map</a>"
SD,SOUTH DAKOTA,LAWRENCE,6436156,06436156,"WHITETAIL CREEK AT LEAD, SD",10120202,Missouri,6.59,STREAM,44.343,-103.766,M,"<a href=http://maps.google.com/?q=44.3433176933,-103.7663095249+(06436156)&z=14>google map</a>"
SD,SOUTH DAKOTA,LAWRENCE,6436170,06436170,WHITEWOOD CREEK AT DEADWOOD,10120202,Missouri,40.7,STREAM,44.379,-103.724,M,"<a href=http://maps.google.com/?q=44.379984338,-103.7240858199+(06436170)&z=14>google map</a>"
SD,SOUTH DAKOTA,LAWRENCE,6436180,06436180,"WHITEWOOD CR ABOVE WHITEWOOD,SD",10120202,Missouri,56.7,STREAM,44.442,-103.629,M,"<a href=http://maps.google.com/?q=44.4422065063,-103.6293605656+(06436180)&z=14>google map</a>"
SD,SOUTH DAKOTA,BUTTE,6436250,06436250,BELLE FOURCHE RIVER AT VALE SD,10120202,Missouri,4964,STREAM,44.636,-103.427,M,"<a href=http://maps.google.com/?q=44.6360965714,-103.4274102269+(06436250)&z=14>google map</a>"
SD,SOUTH DAKOTA,HAAKON,6439500,06439500,CHEYENNE R NEAR EAGLE BUTTE SD,10130105,Missouri,24311,STREAM,44.696,-101.217,M,"<a href=http://maps.google.com/?q=44.6963719866,-101.2173711327+(06439500)&z=14>google map</a>"
NE,NEBRASKA,DAWES,6444000,06444000,"WHITE RIVER AT CRAWFORD, NEBR.",10140201,Missouri,313,STREAM,42.686,-103.417,S,"<a href=http://maps.google.com/?q=42.6866666667,-103.4177777778+(06444000)&z=14>google map</a>"
SD,SOUTH DAKOTA,BENNETT,6447500,06447500,"LITTLE WHITE R NEAR MARTIN,SD",10140203,Missouri,313,STREAM,43.166,-101.632,M,"<a href=http://maps.google.com/?q=43.1669155099,-101.6327322145+(06447500)&z=14>google map</a>"
NE,NEBRASKA,KNOX,6453600,06453600,"PONCA CREEK AT VERDEL, NEBR.",10150001,Missouri,812,STREAM,42.811,-98.175,S,"<a href=http://maps.google.com/?q=42.8111111111,-98.1758333333+(06453600)&z=14>google map</a>"
SD,SOUTH DAKOTA,TRIPP,6464500,06464500,"KEYA PAHA R AT WEWELA,SD",10150006,Missouri,1129,STREAM,43.027,-99.78,M,"<a href=http://maps.google.com/?q=43.0270872321,-99.7809209535+(06464500)&z=14>google map</a>"
NE,NEBRASKA,KNOX,6466500,06466500,"BAZILE CREEK NEAR NIOBRARA, NEBR.",10170101,Missouri,440,STREAM,42.732,-97.922,S,"<a href=http://maps.google.com/?q=42.7322222222,-97.9225+(06466500)&z=14>google map</a>"
SD,SOUTH DAKOTA,GRANT,6479215,06479215,"BIG SIOUX RIVER NR FLORENCE,SD",10170202,Missouri,68.2,STREAM,45.18,-97.186,M,"<a href=http://maps.google.com/?q=45.1807954909,-97.186190436+(06479215)&z=14>google map</a>"
IA,IOWA,SIOUX,6483500,06483500,"ROCK RIVER NEAR ROCK VALLEY, IA",10170204,Missouri,1592,STREAM,43.214,-96.294,F,"<a href=http://maps.google.com/?q=43.214425927,-96.2944708596+(06483500)&z=14>google map</a>"
NE,NEBRASKA,DOUGLAS,6610000,06610000,"MISSOURI RIVER AT OMAHA, NEBR.",10230006,Missouri,-999,STREAM,41.258,-95.922,S,"<a href=http://maps.google.com/?q=41.258887354,-95.9225138236+(06610000)&z=14>google map</a>"
NE,NEBRASKA,DOUGLAS,6610765,06610765,"LITTLE PAPILLION CR AT AK-SAR-BEN AT OMAHA, NEBR.",10230006,Missouri,50.2,STREAM,41.245,-96.02,S,"<a href=http://maps.google.com/?q=41.2452766874,-96.0205722819+(06610765)&z=14>google map</a>"
NE,NEBRASKA,DOUGLAS,6610785,06610785,"WEST PAPILLION CREEK AT MILLARD, NEBR.",10230006,Missouri,58.9,STREAM,41.207,-96.127,1,"<a href=http://maps.google.com/?q=41.2073611111,-96.1276111111+(06610785)&z=14>google map</a>"
NE,NEBRASKA,LINCOLN,6693000,06693000,"NORTH PLATTE RIVER AT NORTH PLATTE, NEBR.",10180014,Missouri,30900,STREAM,41.153,-100.758,S,"<a href=http://maps.google.com/?q=41.1538888889,-100.7588888889+(06693000)&z=14>google map</a>"
CO,COLORADO,DOUGLAS,6709000,06709000,"PLUM CREEK NEAR SEDALIA, CO.",10190002,Missouri,275,STREAM,39.438,-104.983,M,"<a href=http://maps.google.com/?q=39.4383224587,-104.9830387188+(06709000)&z=14>google map</a>"
CO,COLORADO,DOUGLAS,6709610,06709610,"SOUTH PLATTE RIVER BELOW CHATFIELD LAKE, CO.",10190002,Missouri,3023,STREAM,39.562,-105.057,F,"<a href=http://maps.google.com/?q=39.5622103128,-105.0572070785+(06709610)&z=14>google map</a>"
CO,COLORADO,ARAPAHOE,6711500,06711500,"BEAR CREEK AT MOUTH AT SHERIDAN, CO",10190002,Missouri,261,STREAM,39.652,-105.033,F,"<a href=http://maps.google.com/?q=39.6522097323,-105.0330389839+(06711500)&z=14>google map</a>"
CO,COLORADO,ARAPAHOE,6711565,06711565,"SOUTH PLATTE RIVER AT ENGLEWOOD, CO.",10190002,Missouri,3391,STREAM,39.664,-105.004,M,"<a href=http://maps.google.com/?q=39.6649873807,-105.004149094+(06711565)&z=14>google map</a>"
CO,COLORADO,DENVER,6713000,06713000,"CHERRY CREEK BELOW CHERRY CREEK LAKE, CO",10190003,Missouri,385,STREAM,39.653,-104.863,M,"<a href=http://maps.google.com/?q=39.653598988,-104.8630325847+(06713000)&z=14>google map</a>"
CO,COLORADO,DENVER,6713300,06713300,"CHERRY CREEK AT GLENDALE, CO",10190003,Missouri,405,STREAM,39.706,-104.937,M,"<a href=http://maps.google.com/?q=39.7060984009,-104.9374795042+(06713300)&z=14>google map</a>"
CO,COLORADO,DENVER,6713500,06713500,"CHERRY CREEK AT DENVER, CO.",10190003,Missouri,410,STREAM,39.742,-104.999,M,"<a href=http://maps.google.com/?q=39.7424868466,-104.999981744+(06713500)&z=14>google map</a>"
CO,COLORADO,DENVER,6714000,06714000,"SOUTH PLATTE RIVER AT DENVER, CO.",10190003,Missouri,3866,STREAM,39.759,-105.003,F,"<a href=http://maps.google.com/?q=39.7597089275,-105.0033150735+(06714000)&z=14>google map</a>"
CO,COLORADO,ADAMS,6714215,06714215,"SOUTH PLATTE R AT 64TH AVE. COMMERCE CITY, CO.",10190003,Missouri,3895,STREAM,39.812,-104.958,F,"<a href=http://maps.google.com/?q=39.8122084627,-104.9583129311+(06714215)&z=14>google map</a>"
CO,COLORADO,CLEAR CREEK,6716500,06716500,"CLEAR CREEK NEAR LAWSON, CO",10190004,Missouri,147,STREAM,39.765,-105.626,F,"<a href=http://maps.google.com/?q=39.7658209076,-105.6261123373+(06716500)&z=14>google map</a>"
CO,COLORADO,CLEAR CREEK,6718000,06718000,"CLEAR CREEK BELOW 23RD AVENUE AT IDAHO SPRINGS, CO",10190004,Missouri,258,STREAM,39.742,-105.507,5,"<a href=http://maps.google.com/?q=39.74235,-105.5075+(06718000)&z=14>google map</a>"
CO,COLORADO,CLEAR CREEK,6718300,06718300,"CLEAR CREEK ABV JOHNSON GULCH NR IDAHO SPRINGS, CO",10190004,Missouri,267,STREAM,39.746,-105.436,F,"<a href=http://maps.google.com/?q=39.7463768368,-105.4361057855+(06718300)&z=14>google map</a>"
CO,COLORADO,JEFFERSON,6719505,06719505,"CLEAR CREEK AT GOLDEN, CO",10190004,Missouri,394,STREAM,39.753,-105.235,F,"<a href=http://maps.google.com/?q=39.7530429884,-105.2352667494+(06719505)&z=14>google map</a>"
CO,COLORADO,ADAMS,6720000,06720000,"CLEAR CREEK AT MOUTH NEAR DERBY, CO",10190004,Missouri,570,STREAM,39.828,-104.958,F,"<a href=http://maps.google.com/?q=39.8283193958,-104.958868407+(06720000)&z=14>google map</a>"
CO,COLORADO,ADAMS,6720500,06720500,"SOUTH PLATTE RIVER AT HENDERSON, CO",10190003,Missouri,4768,STREAM,39.921,-104.868,M,"<a href=http://maps.google.com/?q=39.9219293557,-104.868864079+(06720500)&z=14>google map</a>"
CO,COLORADO,ADAMS,6720820,06720820,"BIG DRY CREEK AT WESTMINSTER, CO",10190003,Missouri,43.9,STREAM,39.905,-105.035,S,"<a href=http://maps.google.com/?q=39.9056805556,-105.0353888889+(06720820)&z=14>google map</a>"
CO,COLORADO,WELD,6720990,06720990,"BIG DRY CREEK AT MOUTH NEAR FORT LUPTON, CO",10190003,Missouri,107,STREAM,40.068,-104.831,S,"<a href=http://maps.google.com/?q=40.0688333333,-104.8319861111+(06720990)&z=14>google map</a>"
CO,COLORADO,WELD,6721000,06721000,"SOUTH PLATTE RIVER AT FORT LUPTON, CO.",10190003,Missouri,5043,STREAM,40.116,-104.818,R,"<a href=http://maps.google.com/?q=40.1160943525,-104.8185831113+(06721000)&z=14>google map</a>"
CO,COLORADO,BOULDER,6721500,06721500,"NORTH ST. VRAIN CREEK NEAR ALLENS PARK, CO.",10190005,Missouri,32.6,STREAM,40.218,-105.528,F,"<a href=http://maps.google.com/?q=40.2188736953,-105.5283329188+(06721500)&z=14>google map</a>"
CO,COLORADO,BOULDER,6724000,06724000,"ST. VRAIN CREEK AT LYONS, CO.",10190005,Missouri,216,STREAM,40.218,-105.259,F,"<a href=http://maps.google.com/?q=40.2180409416,-105.2599886827+(06724000)&z=14>google map</a>"
CO,COLORADO,BOULDER,6730200,06730200,"BOULDER CREEK AT NORTH 75TH ST. NEAR BOULDER, CO",10190005,Missouri,307,STREAM,40.051,-105.178,M,"<a href=http://maps.google.com/?q=40.0516518416,-105.1788754351+(06730200)&z=14>google map</a>"
CO,COLORADO,WELD,6730500,06730500,"BOULDER CREEK AT MOUTH NEAR LONGMONT, CO",10190005,Missouri,447,STREAM,40.138,-105.02,5,"<a href=http://maps.google.com/?q=40.1387777778,-105.0202222222+(06730500)&z=14>google map</a>"
CO,COLORADO,WELD,6731000,06731000,"ST. VRAIN CREEK AT MOUTH, NEAR PLATTEVILLE, CO.",10190005,Missouri,979,STREAM,40.258,-104.879,F,"<a href=http://maps.google.com/?q=40.2580386889,-104.87969601+(06731000)&z=14>google map</a>"
CO,COLORADO,LARIMER,6733000,06733000,"BIG THOMPSON RIVER AT ESTES PARK, CO.",10190006,Missouri,138,STREAM,40.378,-105.513,F,"<a href=http://maps.google.com/?q=40.3783170432,-105.5138870241+(06733000)&z=14>google map</a>"
CO,COLORADO,LARIMER,6741510,06741510,"BIG THOMPSON RIVER AT LOVELAND, CO.",10190006,Missouri,531,STREAM,40.378,-105.061,F,"<a href=http://maps.google.com/?q=40.3785946209,-105.0610909066+(06741510)&z=14>google map</a>"
CO,COLORADO,LARIMER,6741520,06741520,"BIG THOMPSON RIVER BELOW LOVELAND, CO.",10190006,Missouri,545,STREAM,40.383,-105.029,F,"<a href=http://maps.google.com/?q=40.3833166984,-105.0297007988+(06741520)&z=14>google map</a>"
CO,COLORADO,WELD,6744000,06744000,"BIG THOMPSON RIVER AT MOUTH, NEAR LA SALLE, CO.",10190006,Missouri,831,STREAM,40.349,-104.784,F,"<a href=http://maps.google.com/?q=40.3499817236,-104.78496932+(06744000)&z=14>google map</a>"
CO,COLORADO,LARIMER,6752000,06752000,"CACHE LA POUDRE RIV AT MO OF CN, NR FT COLLINS, CO",10190007,Missouri,1054,STREAM,40.664,-105.224,F,"<a href=http://maps.google.com/?q=40.6644262125,-105.2244271332+(06752000)&z=14>google map</a>"
CO,COLORADO,LARIMER,6752260,06752260,"CACHE LA POUDRE RIVER AT FORT COLLINS, CO",10190007,Missouri,1128,STREAM,40.588,-105.069,5,"<a href=http://maps.google.com/?q=40.5880833333,-105.0692222222+(06752260)&z=14>google map</a>"
CO,COLORADO,LARIMER,6752270,06752270,"CACHE LA POUDRE RIVER BELOW FORT COLLINS, CO.",10190007,Missouri,1240,STREAM,40.566,-105.027,F,"<a href=http://maps.google.com/?q=40.5669269094,-105.0271988351+(06752270)&z=14>google map</a>"
CO,COLORADO,LARIMER,6752280,06752280,"CACHE LA POUDRE RIV AB BOXELDER CRK NR TIMNATH, CO",10190007,Missouri,1244,STREAM,40.551,-105.011,M,"<a href=http://maps.google.com/?q=40.551926921,-105.0113650786+(06752280)&z=14>google map</a>"
CO,COLORADO,WELD,6752500,06752500,"CACHE LA POUDRE RIVER NEAR GREELEY, CO.",10190007,Missouri,1879,STREAM,40.417,-104.639,F,"<a href=http://maps.google.com/?q=40.4177586833,-104.6399623896+(06752500)&z=14>google map</a>"
CO,COLORADO,WELD,6753400,06753400,"LONETREE CREEK AT CARR, CO.",10190008,Missouri,169,STREAM,40.898,-104.868,F,"<a href=http://maps.google.com/?q=40.8983161222,-104.8680253478+(06753400)&z=14>google map</a>"
CO,COLORADO,WELD,6753990,06753990,"LONETREE CREEK NEAR GREELEY, CO.",10190008,Missouri,574,STREAM,40.442,-104.588,F,"<a href=http://maps.google.com/?q=40.4424808078,-104.5888487068+(06753990)&z=14>google map</a>"
CO,COLORADO,WELD,6754000,06754000,"SOUTH PLATTE RIVER NEAR KERSEY, CO",10190003,Missouri,9661,STREAM,40.411,-104.562,M,"<a href=http://maps.google.com/?q=40.4119253399,-104.5627366067+(06754000)&z=14>google map</a>"
WY,WYOMING,LARAMIE,6755700,06755700,"CROW CREEK BELOW NORTH FORK, AT SILVER CROWN, WY",10190009,Missouri,185,STREAM,41.176,-105.025,F,"<a href=http://maps.google.com/?q=41.1763706219,-105.0252503982+(06755700)&z=14>google map</a>"
CO,COLORADO,MORGAN,6758500,06758500,"SOUTH PLATTE RIVER NEAR WELDONA, CO",10190003,Missouri,13205,STREAM,40.321,-103.92,R,"<a href=http://maps.google.com/?q=40.3213888889,-103.9202777778+(06758500)&z=14>google map</a>"
CO,COLORADO,MORGAN,6759500,06759500,"SOUTH PLATTE RIVER AT FORT MORGAN, CO",10190012,Missouri,14648,STREAM,40.268,-103.801,5,"<a href=http://maps.google.com/?q=40.2684027778,-103.8011916667+(06759500)&z=14>google map</a>"
CO,COLORADO,MORGAN,6759910,06759910,"SOUTH PLATTE RIVER AT COOPER BRIDGE, NR BALZAC, CO",10190012,Missouri,16609,STREAM,40.357,-103.528,S,"<a href=http://maps.google.com/?q=40.3575,-103.5280555556+(06759910)&z=14>google map</a>"
CO,COLORADO,LOGAN,6760500,06760500,"SOUTH PLATTE RIVER NEAR CROOK, CO.",10190012,Missouri,19009,STREAM,40.843,-102.813,F,"<a href=http://maps.google.com/?q=40.8433245216,-102.8132488242+(06760500)&z=14>google map</a>"
CO,COLORADO,SEDGWICK,6764000,06764000,"SOUTH PLATTE RIVER AT JULESBURG, CO",10190018,Missouri,22824,STREAM,40.974,-102.251,F,"<a href=http://maps.google.com/?q=40.9749927585,-102.251851731+(06764000)&z=14>google map</a>"
NE,NEBRASKA,LINCOLN,6765500,06765500,"SOUTH PLATTE RIVER AT NORTH PLATTE, NE.",10190018,Missouri,24153,STREAM,41.118,-100.762,F,"<a href=http://maps.google.com/?q=41.1188873199,-100.7629230922+(06765500)&z=14>google map</a>"
NE,NEBRASKA,LINCOLN,6765690,06765690,"SUM OF 6930,7655,765520,765710",10200101,Missouri,55186,STREAM,41.063,-100.647,F,"<a href=http://maps.google.com/?q=41.0636119257,-100.6473639982+(06765690)&z=14>google map</a>"
NE,NEBRASKA,LINCOLN,6766000,06766000,"PLATTE RIVER AT BRADY, NE (TOTFLO)",10200101,Missouri,56200,STREAM,41.019,-100.371,F,"<a href=http://maps.google.com/?q=41.0194489732,-100.3715219001+(06766000)&z=14>google map</a>"
NE,NEBRASKA,GOSPER,6767500,06767500,"PLUM CREEK NEAR SMITHFIELD, NE",10200101,Missouri,209,STREAM,40.641,-99.71,S,"<a href=http://maps.google.com/?q=40.6413888889,-99.7105555556+(06767500)&z=14>google map</a>"
NE,NEBRASKA,DAWSON,6768000,06768000,"PLATTE RIVER NEAR OVERTON, NEBR.",10200101,Missouri,56300,STREAM,40.682,-99.54,S,"<a href=http://maps.google.com/?q=40.6825,-99.5405555556+(06768000)&z=14>google map</a>"
NE,NEBRASKA,KEARNEY,6770190,06770190,"NORTH DRY CREEK NEAR KEARNEY, NEBR.",10200101,Missouri,70.1,STREAM,40.6,-99.142,F,"<a href=http://maps.google.com/?q=40.6000124216,-99.1420344011+(06770190)&z=14>google map</a>"
NE,NEBRASKA,KEARNEY,6770200,06770200,"PLATTE RIVER NEAR KEARNEY, NEBR.",10200101,Missouri,57260,STREAM,40.658,-99.086,S,"<a href=http://maps.google.com/?q=40.6580555556,-99.0861111111+(06770200)&z=14>google map</a>"
NE,NEBRASKA,MERRICK,6770500,06770500,"PLATTE RIVER NEAR GRAND ISLAND, NEBR.",10200101,Missouri,57650,STREAM,40.874,-98.282,S,"<a href=http://maps.google.com/?q=40.8744567094,-98.2820044493+(06770500)&z=14>google map</a>"
NE,NEBRASKA,HALL,6772000,06772000,"WOOD RIVER NEAR ALDA, NEBR.",10200102,Missouri,602,STREAM,40.852,-98.474,S,"<a href=http://maps.google.com/?q=40.8522222222,-98.4744444444+(06772000)&z=14>google map</a>"
NE,NEBRASKA,MERRICK,6772200,06772200,WOOD RIVER NEAR GRAND ISLAND NEBR,10200102,Missouri,740,STREAM,40.934,-98.282,F,"<a href=http://maps.google.com/?q=40.9347344425,-98.282560352+(06772200)&z=14>google map</a>"
NE,NEBRASKA,HALL,6773050,06773050,"PRAIRIE CREEK NEAR OVINA, NE",10200103,Missouri,132,STREAM,40.984,-98.416,S,"<a href=http://maps.google.com/?q=40.9841666667,-98.4163888889+(06773050)&z=14>google map</a>"
NE,NEBRASKA,HALL,6773150,06773150,"SILVER CREEK AT OVINA, NE",10200103,Missouri,67.6,STREAM,40.959,-98.454,S,"<a href=http://maps.google.com/?q=40.9597222222,-98.4541666667+(06773150)&z=14>google map</a>"
NE,NEBRASKA,MERRICK,6773500,06773500,"PRAIRIE CREEK NEAR SILVER CREEK, NEBR.",10200103,Missouri,494,STREAM,41.328,-97.675,S,"<a href=http://maps.google.com/?q=41.3289030034,-97.6753296021+(06773500)&z=14>google map</a>"
NE,NEBRASKA,PLATTE,6774000,06774000,"PLATTE RIVER NEAR DUNCAN, NEBR.",10200103,Missouri,59300,STREAM,41.368,-97.495,S,"<a href=http://maps.google.com/?q=41.3683333333,-97.4952777778+(06774000)&z=14>google map</a>"
NE,NEBRASKA,THOMAS,6775900,06775900,"DISMAL RIVER NEAR THEDFORD, NEBR.",10210002,Missouri,966,STREAM,41.778,-100.525,S,"<a href=http://maps.google.com/?q=41.7786111111,-100.5252777778+(06775900)&z=14>google map</a>"
NE,NEBRASKA,CUSTER,6781800,06781800,"SOUTH LOUP R NR. CALLAWAY, NE",10210004,Missouri,679,STREAM,41.303,-99.93,H,"<a href=http://maps.google.com/?q=41.3031388889,-99.9309722222+(06781800)&z=14>google map</a>"
NE,NEBRASKA,BUFFALO,6782000,06782000,"SOUTH LOUP RIVER NR. CUMRO, NEBR.",10210004,Missouri,1187,STREAM,41.044,-99.392,S,"<a href=http://maps.google.com/?q=41.0447222222,-99.3922222222+(06782000)&z=14>google map</a>"
NE,NEBRASKA,BUFFALO,6783500,06783500,"MUD CREEK NEAR SWEETWATER, NE",10210005,Missouri,707,STREAM,41.038,-98.992,S,"<a href=http://maps.google.com/?q=41.0380555556,-98.9927777778+(06783500)&z=14>google map</a>"
NE,NEBRASKA,BUFFALO,6784000,06784000,"SOUTH LOUP RIVER AT SAINT MICHAEL, NEBR.",10210004,Missouri,2320,STREAM,41.032,-98.74,S,"<a href=http://maps.google.com/?q=41.0325,-98.7405555556+(06784000)&z=14>google map</a>"
NE,NEBRASKA,HOWARD,6784500,06784500,OAK CREEK NR DANNEBROG NEBR,10210003,Missouri,120,STREAM,41.119,-98.612,S,"<a href=http://maps.google.com/?q=41.1197222222,-98.6127777778+(06784500)&z=14>google map</a>"
NE,NEBRASKA,HOWARD,6785000,06785000,"MIDDLE LOUP RIVER AT SAINT PAUL, NEBR.",10210003,Missouri,8075,STREAM,41.203,-98.446,H,"<a href=http://maps.google.com/?q=41.2035,-98.4461111111+(06785000)&z=14>google map</a>"
